web_scraper_order,web_scraper_start_url,nom,prix,adresse,conteneur,image_lien
"1772320924-616","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","150 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4795886",""
"1772320926-535","https://sn.coinafrique.com/categorie/moutons?page=4","Femelle Demi Sang Ladoum","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/femelle-demi-sang-ladoum-3880622","https://images.coinafrique.com/thumb_3880622_uploaded_image1_1663343833.jpg"
"1772320926-617","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton ladoum","Prix sur demande","Point E, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4754458",""
"1772320930-536","https://sn.coinafrique.com/categorie/moutons?page=4","Moutons","150 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-3899557","https://images.coinafrique.com/thumb_5630109_uploaded_image1_1763563794.jpg"
"1772320930-618","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton tabaski Azawat","265 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-tabaski-azawat-4785420",""
"1772320956-619","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","170 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4785428",""
"1772320959-620","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton Tabaski","250 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-tabaski-4785437",""
"1772320963-537","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","Prix sur demande","Pikine, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3913122","https://images.coinafrique.com/thumb_3913122_uploaded_image1_1665344227.jpg"
"1772320963-621","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton tabaski","250 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-tabaski-4786370",""
"1772320965-538","https://sn.coinafrique.com/categorie/moutons?page=4","Moutons","150 000 CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-3916727","https://images.coinafrique.com/thumb_4905476_uploaded_image1_1724281103.jpg"
"1772320966-622","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","225 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4794716",""
"1772320968-539","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton Ladoum","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3925403","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1772320968-623","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","160 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4789073",""
"1772320970-540","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","8 000 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3926191","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772320970-624","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton Ladoum","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4840583",""
"1772320972-541","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","150 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3934498","https://images.coinafrique.com/thumb_5630109_uploaded_image1_1763563794.jpg"
"1772320973-625","https://sn.coinafrique.com/categorie/moutons?page=2","Femelle Ladoum","400 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-4848659",""
"1772320975-542","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton ladoum","1 200 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3899374","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1772320975-626","https://sn.coinafrique.com/categorie/moutons?page=2","Femelle ladoum noir et blanc","400 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-noir-et-blanc-4852565",""
"1772320977-543","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","150 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3936799","https://images.coinafrique.com/thumb_5630109_uploaded_image1_1763563794.jpg"
"1772320977-627","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","Prix sur demande","Niaga, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4853595",""
"1772320979-544","https://sn.coinafrique.com/categorie/moutons?page=4","Bélier","150 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/belier-3936807","https://images.coinafrique.com/thumb_5179070_uploaded_image1_1739194872.jpg"
"1772320980-628","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","75 000 CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4879970",""
"1772320982-545","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton Ladoum","800 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3940256","https://images.coinafrique.com/thumb_5630102_uploaded_image1_1763563551.jpg"
"1772320982-629","https://sn.coinafrique.com/categorie/moutons?page=2","Ladoum Mix","250 000 CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/ladoum-mix-4885680",""
"1772320984-546","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","375 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3940258","https://images.coinafrique.com/thumb_5630109_uploaded_image1_1763563794.jpg"
"1772320985-630","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton Ladoum","350 000 CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4905476",""
"1772320986-547","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton Ladoum","Prix sur demande","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3973513","https://images.coinafrique.com/thumb_3973521_uploaded_image1_1668978922.jpg"
"1772320987-631","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton Ladoum","800 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4931367",""
"1772320989-548","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton Ladoum","Prix sur demande","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3973521","https://images.coinafrique.com/thumb_3973521_uploaded_image1_1668978922.jpg"
"1772320991-549","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","130 000 CFA","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3974793","https://images.coinafrique.com/thumb_4787368_uploaded_image1_1717940799.jpg"
"1772320992-632","https://sn.coinafrique.com/categorie/moutons?page=1","Landoum pur","1 200 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/landoum-pur-4948067",""
"1772320993-550","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","115 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3978496","https://images.coinafrique.com/thumb_5334872_uploaded_image1_1747644353.jpg"
"1772320994-633","https://sn.coinafrique.com/categorie/moutons?page=1","Femelle Ladoume","200 000 CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/femelle-ladoume-4961186",""
"1772321027-634","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","350 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4969221",""
"1772321029-551","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","120 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4012817","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772321029-635","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","350 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4969224",""
"1772321032-552","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","385 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4014306","https://images.coinafrique.com/thumb_5334872_uploaded_image1_1747644353.jpg"
"1772321032-636","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","150 000 CFA","Niaga, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4995716",""
"1772321034-637","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","1 000 000 CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5026478",""
"1772321036-553","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","Prix sur demande","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4029738","https://images.coinafrique.com/thumb_4879970_uploaded_image1_1722945913.jpg"
"1772321036-638","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","500 000 CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5026510",""
"1772321041-554","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","350 000 CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4030108","https://images.coinafrique.com/thumb_5513111_uploaded_image1_1757248013.jpg"
"1772321043-639","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","1 000 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5114763",""
"1772321045-640","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","375 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5144166",""
"1772321046-555","https://sn.coinafrique.com/categorie/moutons?page=4","Moutons","200 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-4042194","https://images.coinafrique.com/thumb_5630109_uploaded_image1_1763563794.jpg"
"1772321048-556","https://sn.coinafrique.com/categorie/moutons?page=4","Brebis","125 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/brebis-4043309","https://images.coinafrique.com/thumb_4324447_uploaded_image1_1691332476.jpg"
"1772321048-641","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","180 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-5159269",""
"1772321050-642","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","200 000 CFA","Biscuiterie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-5164450",""
"1772321055-643","https://sn.coinafrique.com/categorie/moutons?page=1","Ladoum","750 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/ladoum-5179072",""
"1772321057-557","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton Ladoum","300 000 CFA","Diourbel, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4055594","https://images.coinafrique.com/thumb_5187810_uploaded_image1_1739676570.jpg"
"1772321057-644","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","300 000 CFA","Diourbel, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5187749",""
"1772321059-645","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","300 000 CFA","Diourbel, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5187761",""
"1772321060-558","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton ladoum","300 000 CFA","Diourbel, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4055616","https://images.coinafrique.com/thumb_5187810_uploaded_image1_1739676570.jpg"
"1772321062-559","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton  agnelle","350 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-agnelle-4060011","https://images.coinafrique.com/thumb_4060011_uploaded_image1_1674334569.jpg"
"1772321062-646","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","300 000 CFA","Diourbel, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5187800",""
"1772321064-560","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton femelle Ladoum","Prix sur demande","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-ladoum-4061067","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
"1772321064-647","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","300 000 CFA","Diourbel, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5187810",""
"1772321066-648","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","325 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-5196554",""
"1772321067-561","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton ladoum","Prix sur demande","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4061084","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
"1772321069-562","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","130 000 CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-4067794","https://images.coinafrique.com/thumb_5561288_uploaded_image1_1759765735.jpg"
"1772321069-649","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","350 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-5196558",""
"1772321071-563","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","120 000 CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-4069918","https://images.coinafrique.com/thumb_5561288_uploaded_image1_1759765735.jpg"
"1772321071-650","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","300 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-5200965",""
"1772321073-651","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","350 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-5228913",""
"1772321074-564","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","150 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-4100015","https://images.coinafrique.com/thumb_5337516_uploaded_image1_1747772137.jpg"
"1772321076-565","https://sn.coinafrique.com/categorie/moutons?page=3","Agnelle Ladoum","125 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/agnelle-ladoum-4124306","https://images.coinafrique.com/thumb_4141471_uploaded_image1_1679321283.jpg"
"1772321076-652","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de race","350 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-de-race-5228921",""
"1772321078-566","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton femelle Ladoum","400 000 CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-ladoum-4127293","https://images.coinafrique.com/thumb_4127293_uploaded_image1_1678381991.jpg"
"1772321078-653","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","350 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-5234191",""
"1772321080-654","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","350 000 CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-5242287",""
"1772321081-567","https://sn.coinafrique.com/categorie/moutons?page=3","Brebis","110 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/brebis-4141471","https://images.coinafrique.com/thumb_4175237_uploaded_image1_1681390037.jpg"
"1772321083-568","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton ladoum","500 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4143070","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1772321083-655","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","150 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-5288284",""
"1772321085-656","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","80 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-5288288",""
"1772321086-569","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton Ladoum Azawatt","400 000 CFA","Grand Dakar, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-azawatt-4150287","https://images.coinafrique.com/thumb_4150287_uploaded_image1_1679880266.jpg"
"1772321088-570","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton ladoum","500 000 CFA","Grand Dakar, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4150306","https://images.coinafrique.com/thumb_4150306_uploaded_image1_1679880896.jpg"
"1772321088-657","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","350 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-5289055",""
"1772321090-658","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","400 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-5289057",""
"1772321092-659","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Toubaberr","105 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-toubaberr-5271542",""
"1772321095-571","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton ladoum","600 000 CFA","Louga, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4152006","https://images.coinafrique.com/thumb_4198188_uploaded_image1_1683021884.jpg"
"1772321096-660","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","375 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-5302020",""
"1772321098-572","https://sn.coinafrique.com/categorie/moutons?page=3","Brebis","95 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/brebis-4155201","https://images.coinafrique.com/thumb_4175237_uploaded_image1_1681390037.jpg"
"1772321098-661","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","375 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-5302025",""
"1772321100-573","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton Azawat","150 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-4160771","https://images.coinafrique.com/thumb_4160771_uploaded_image1_1680528476.jpg"
"1772321100-662","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","600 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5311435",""
"1772321102-574","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4169738","https://images.coinafrique.com/thumb_5513111_uploaded_image1_1757248013.jpg"
"1772321103-663","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5311454",""
"1772321105-575","https://sn.coinafrique.com/categorie/moutons?page=3","Brebis","75 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/brebis-4175237","https://images.coinafrique.com/thumb_4175237_uploaded_image1_1681390037.jpg"
"1772321105-664","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","350 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-5316323",""
"1772321107-576","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-4177437","https://images.coinafrique.com/thumb_4202091_uploaded_image1_1683204935.jpg"
"1772321108-665","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","325 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-5316327",""
"1772321109-577","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","125 000 CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-4192844","https://images.coinafrique.com/thumb_5561288_uploaded_image1_1759765735.jpg"
"1772321110-666","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","325 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-5316393",""
"1772321112-578","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton ladoum","850 000 CFA","Almadies 2, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4195346","https://images.coinafrique.com/thumb_4195346_uploaded_image1_1682806636.jpg"
"1772321113-667","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","550 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5321660",""
"1772321114-579","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","75 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4196101","https://images.coinafrique.com/thumb_4252367_uploaded_image1_1686511140.jpg"
"1772321116-580","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","800 000 CFA","Louga, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4198188","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1772321116-668","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","850 000 CFA","Medina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5328631",""
"1772321118-669","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","165 000 CFA","Mariste, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-5331651",""
"1772321119-581","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","240 000 CFA","Biscuiterie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-4198569","https://images.coinafrique.com/thumb_5164450_uploaded_image1_1738427830.jpg"
"1772321120-670","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de race","350 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-de-race-5333364",""
"1772321121-582","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","150 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4198927","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772321123-583","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","125 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4200797","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772321123-671","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de race","350 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-de-race-5333365",""
"1772321125-672","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","800 000 CFA","Medina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5334036",""
"1772321126-584","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-4202091","https://images.coinafrique.com/thumb_4202091_uploaded_image1_1683204935.jpg"
"1772321128-585","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","180 000 CFA","Matam, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-4204058","https://images.coinafrique.com/thumb_4204058_uploaded_image1_1683299567.jpg"
"1772321128-673","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","190 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-5334867",""
"1772321130-674","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","275 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-5334872",""
"1772321131-586","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","135 000 CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4206601","https://images.coinafrique.com/thumb_5561288_uploaded_image1_1759765735.jpg"
"1772321132-675","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","350 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-5337516",""
"1772321133-587","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","270 000 CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4211097","https://images.coinafrique.com/thumb_5349203_uploaded_image1_1748427888.jpg"
"1772321134-676","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","600 CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-5342588",""
"1772321135-588","https://sn.coinafrique.com/categorie/moutons?page=3","Brebis","500 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/brebis-4213425","https://images.coinafrique.com/thumb_4430520_uploaded_image1_1698276223.jpg"
"1772321137-677","https://sn.coinafrique.com/categorie/moutons?page=1","Moutons","225 000 CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-5342599",""
"1772321138-589","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4220644","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772321139-678","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","100 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-5344147",""
"1772321140-590","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","160 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4223482","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772321142-591","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","160 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4223484","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772321142-679","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton ladoum","600 000 CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5344681",""
