web_scraper_order,web_scraper_start_url,conteneur,nom,prix,adresse,image_lien
"1772322031-313","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-hymalayen-4593854","Chaton Siamois Hymalayen","240 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4593854_uploaded_image1_1707927839.jpg"
"1772322033-314","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/chaton-4608863","Chaton","Prix sur demande","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_5275205_uploaded_image1_1744282516.jpg"
"1772322035-315","https://sn.coinafrique.com/categorie/autres-animaux?page=3","https://sn.coinafrique.com/annonce/autres-animaux/poussins-de-canards-4619825","Poussins de canards","3 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4917429_uploaded_image1_1724966703.jpg"
"1772322040-316","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-chinchilla-4623023","Chat Persan Chinchilla","400 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4623023_uploaded_image1_1709471973.jpg"
"1772322042-317","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/chat-brittish-shorthair-4629619","Chat Brittish Shorthair","700 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4629619_uploaded_image1_1709768692.jpg"
"1772322045-318","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/chaton-hymalayen-persan-4639205","Chaton Hymalayen Persan","270 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4639205_uploaded_image1_1710275204.jpg"
"1772322047-319","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/cage-avec-3-oiseaux-4640165","Cage avec 3  oiseaux","60 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4640165_uploaded_image1_1710330525.jpg"
"1772322049-320","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/chaton-himalayen-4642742","Chaton Himalayen","270 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5041105_uploaded_image1_1731466674.jpg"
"1772322052-321","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/chatons-4646165","Chatons","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5673757_uploaded_image1_1765819078.jpg"
"1772322054-322","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/canard-colvert-4650420","Canard Colvert","25 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4650420_uploaded_image1_1710887873.jpg"
"1772322057-323","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/couple-perroquet-roseicollis-4651651","Couple perroquet  Roseicollis","60 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4724298_uploaded_image1_1714756962.jpg"
"1772322059-324","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/chatons-4651939","Chatons","Prix sur demande","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_5504764_uploaded_image1_1756819478.jpg"
"1772322061-325","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/vache-brune-4664799","Vache brune","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_4664799_uploaded_image1_1711657831.jpg"
"1772322064-326","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/paire-de-perruches-ondulees-4679396","Paire de perruches ondulées","40 000 CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_4679396_uploaded_image1_1712411459.jpg"
"1772322066-327","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/bufs-4679890","Bœufs","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1772322068-328","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/chaton-4689687","Chaton","Prix sur demande","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_5275205_uploaded_image1_1744282516.jpg"
"1772322071-329","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/perruche-4701230","Perruche","20 000 CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_4701230_uploaded_image1_1713565518.jpg"
"1772322073-330","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/cailles-4701407","Cailles","Prix sur demande","Touba, Sénégal","https://images.coinafrique.com/thumb_4701407_uploaded_image1_1713575328.jpg"
"1772322075-331","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/hamster-4723216","Hamster","5 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4723216_uploaded_image1_1714726904.jpg"
"1772322078-332","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/chat-siamois-4723220","Chat Siamois","300 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5512934_uploaded_image1_1757238653.jpg"
"1772322080-333","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-inseparable-4724298","Perroquet inséparable","60 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5668046_uploaded_image1_1765474059.jpg"
"1772322082-334","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/paon-bleu-4686441","Paon bleu","250 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4686441_uploaded_image1_1712838619.jpg"
"1772322085-335","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/3-chatons-4751663","3 chatons","Prix sur demande","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4922546_uploaded_image1_1725269043.jpg"
"1772322087-336","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4752043","Boeuf","800 000 CFA","Kaolack, Sénégal","https://images.coinafrique.com/thumb_4752043_uploaded_image1_1716145974.jpg"
"1772322089-337","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/vache-montbeliard-holstein-4753933","Vache  Montbéliard Holstein","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_4753936_uploaded_image1_1716257870.jpg"
"1772322092-338","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/vache-montbeliard-et-holstein-4753935","Vache Montbéliard et Holstein","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4753935_uploaded_image1_1716257776.jpg"
"1772322094-339","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/vaches-montbeliarde-4753936","Vaches Montbéliarde","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_4851931_uploaded_image2_1721447498.jpeg"
"1772322096-340","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/chaton-scottish-4755374","Chaton Scottish","450 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5473342_uploaded_image1_1755076567.jpg"
"1772322099-341","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/vache-laitiere-montbeliarde-4765247","Vache laitière Montbéliarde","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4765247_uploaded_image1_1716841792.jpg"
"1772322101-342","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-4785131","Chat persan","400 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5050095_uploaded_image1_1731948012.jpg"
"1772322103-343","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/poussin-cochin-disponible-4794466","Poussin Cochin disponible","17 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4794466_uploaded_image1_1718301585.jpg"
"1772322106-344","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/cochin-fauve-4794473","Cochin Fauve","17 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4794473_uploaded_image1_1718301841.jpg"
"1772322108-345","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/poussin-dinde-rouge-4794677","Poussin dinde rouge","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4794677_uploaded_image1_1718313441.jpg"
"1772322110-346","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/chat-scotish-4803206","Chat scotish","750 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4803206_uploaded_image1_1718912151.jpg"
"1772322113-347","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/paon-4804686","Paon","140 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4804686_uploaded_image1_1718999173.jpg"
"1772322115-348","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/foin-4807500","Foin","4 600 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4807500_uploaded_image1_1719210823.jpg"
"1772322118-349","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/scottish-fold-et-scottish-straight-de-race-pure-4808971","Scottish fold et scottish straight de race pure","700 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4808971_uploaded_image1_1719267956.jpg"
"1772322120-350","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/chatons-persan-pure-race-4808981","Chatons Persan pure race","430 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5473339_uploaded_image1_1755076399.jpg"
"1772322122-351","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/persan-pure-race-4818301","Persan pure race","500 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5473339_uploaded_image1_1755076399.jpg"
"1772322125-352","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-blanches-4846024","Perruches ondulées blanches","20 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4846024_uploaded_image1_1721146605.jpg"
"1772322127-353","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/perruche-ondulee-4846053","Perruche ondulée","30 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4846061_uploaded_image1_1721147785.jpg"
"1772322130-354","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/perruche-ondulee-4846061","Perruche ondulée","15 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4846061_uploaded_image1_1721147785.jpg"
"1772322132-355","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/vache-montbeliardes-4851931","Vache montbéliardes","2 000 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4851931_uploaded_image2_1721447498.jpeg"
"1772322134-356","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/bufs-race-goudali-4853741","Bœufs race Goudali","Prix sur demande","Dakar, Sénégal",""
"1772322137-357","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/siamois-4855435","Siamois","200 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4855435_uploaded_image1_1721662817.jpg"
"1772322139-358","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/chaton-hiamalayen-4864117","Chaton hiamalayen","200 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4864117_uploaded_image1_1722115248.jpg"
"1772322141-359","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/vache-4864739","Vache","350 000 CFA","Gassane, Sénégal","https://images.coinafrique.com/thumb_4864739_uploaded_image1_1722168896.jpg"
"1772322144-360","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/vache-4878570","vache","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4878570_uploaded_image1_1722874635.jpg"
"1772322146-361","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/ufs-de-caille-4880849","Œufs de caille","3 000 CFA","Thies, Sénégal",""
"1772322149-362","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/ufs-de-caille-4880858","Œufs de caille","3 000 CFA","Thies, Sénégal",""
"1772322151-363","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/autruche-4885138","Autruche","750 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4885138_uploaded_image1_1723173640.jpg"
"1772322154-364","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/chatons-persans-chinchillas-purs-4888897","Chatons persans chinchillas purs","550 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4888897_uploaded_image1_1723397770.jpg"
"1772322156-365","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/bufs-4895608","Bœufs","Prix sur demande","Niaga, Sénégal",""
"1772322158-366","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/poisson-aquarium-4898597","Poisson Aquarium","8 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4898597_uploaded_image1_1723887709.jpg"
"1772322161-367","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/perroquets-4903200","Perroquets","50 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5668046_uploaded_image1_1765474059.jpg"
"1772322163-368","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/dinde-rouge-ardenne-4917420","Dinde rouge Ardenne","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4917420_uploaded_image1_1724966404.jpg"
"1772322165-369","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/poussins-de-canard-4917429","Poussins de canard","2 500 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4917429_uploaded_image1_1724966703.jpg"
"1772322168-370","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/chatons-4922546","Chatons","Prix sur demande","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_5504764_uploaded_image1_1756819478.jpg"
"1772322170-371","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/chat-4928423","Chat","350 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4928423_uploaded_image1_1725508257.jpg"
"1772322205-372","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/cailles-de-chair-4957482","Cailles de chair","2 500 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4957482_uploaded_image1_1727090624.jpg"
"1772322208-373","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/ufs-de-caille-4962446","Œufs de caille","4 500 CFA","Mbour, Sénégal",""
"1772322212-374","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/bleus-4974963","Bleus","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4974963_uploaded_image1_1727962840.jpg"
"1772322215-375","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/tortue-4976748","Tortue","35 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4976748_uploaded_image1_1728036550.jpg"
"1772322217-376","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4995019","Boeuf","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4995019_uploaded_image1_1729000242.jpg"
"1772322219-377","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/chat-siamois-4997392","Chat Siamois","170 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4997392_uploaded_image2_1729102102.jpeg"
"1772322222-378","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/couple-dinde-5001804","Couple dinde","Prix sur demande","Guediawaye, Dakar, Sénégal",""
"1772322224-379","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/caille-5001807","Caille","1 500 CFA","Guediawaye, Dakar, Sénégal",""
"1772322228-380","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/buf-5022926","Bœuf","300 000 CFA","Biscuiterie, Dakar, Sénégal",""
"1772322231-381","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/dindes-5035473","Dindes","25 000 CFA","Almadies 2, Dakar, Sénégal",""
"1772322233-382","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/british-et-scottish-pure-race-5041101","British et scottish pure race","650 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5473342_uploaded_image1_1755076567.jpg"
"1772322235-383","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/persan-pure-race-5041103","persan pure race","400 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5473339_uploaded_image1_1755076399.jpg"
"1772322238-384","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/himalayen-5041105","Himalayen","265 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5041105_uploaded_image1_1731466674.jpg"
"1772322240-385","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/mondain-5041931","Mondain","140 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5041931_uploaded_image1_1731508632.jpg"
"1772322242-386","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/bufs-5042261","Bœufs","800 000 CFA","Keur Massar, Sénégal",""
"1772322245-387","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-5050095","Chat Persan","400 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5050095_uploaded_image1_1731948012.jpg"
"1772322247-388","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/buf-5054268","Bœuf","800 000 CFA","Mbao, Dakar, Sénégal",""
"1772322249-389","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/buf-5054269","Bœuf","800 000 CFA","Mbao, Dakar, Sénégal",""
"1772322252-390","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/tortues-terrestres-5066823","Tortues terrestres","35 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5066823_uploaded_image1_1732865161.jpg"
"1772322254-391","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/poissons-aquarium-5068623","Poissons Aquarium","8 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5370855_uploaded_image1_1749722665.jpg"
"1772322256-392","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-5092278","Chaton Siamois","235 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5096028_uploaded_image2_1734447537.jpeg"
"1772322259-393","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/chaton-5096028","Chaton","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5482181_uploaded_image1_1755602298.jpg"
"1772322261-394","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-5103176","Perruches ondulées","20 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5560070_uploaded_image1_1759698099.jpg"
"1772322263-395","https://sn.coinafrique.com/categorie/autres-animaux?page=2","https://sn.coinafrique.com/annonce/autres-animaux/perroquets-5125396","Perroquets","15 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5125396_uploaded_image1_1736351628.jpg"
"1772322269-396","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-perruches-ondulees-5138284","Perroquet perruches ondulées","20 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5560070_uploaded_image1_1759698099.jpg"
"1772322271-397","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-5179428","Boeuf","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_5480837_uploaded_image1_1755523512.jpg"
"1772322273-398","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/caille-5182728","Caille","15 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5182728_uploaded_image1_1739380241.jpg"
"1772322276-399","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/canards-males-et-femelles-5185900","Canards mâles et femelles","Prix sur demande","Thies, Sénégal",""
"1772322278-400","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/hamster-5189132","Hamster","15 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5189132_uploaded_image1_1739782582.jpg"
"1772322280-401","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-5205943","Boeuf","550 CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_5480837_uploaded_image1_1755523512.jpg"
"1772322283-402","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/chaton-angora-5213818","Chaton Angora","210 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5213818_uploaded_image1_1741086286.jpg"
"1772322289-403","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-5214349","Perroquet","60 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5668046_uploaded_image1_1765474059.jpg"
"1772322291-404","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-5231174","Boeuf","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_5480837_uploaded_image1_1755523512.jpg"
"1772322294-405","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/chaton-scottish-5234859","Chaton Scottish","500 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_5234859_uploaded_image1_1742137563.jpg"
"1772322296-406","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/perroquets-5237101","Perroquets","60 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5668046_uploaded_image1_1765474059.jpg"
"1772322298-407","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/vaches-montbeliarde-5262041","Vaches Montbéliarde","900 CFA","Bambey, Sénégal","https://images.coinafrique.com/thumb_5262041_uploaded_image1_1743610261.jpg"
"1772322301-408","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/chatons-siamois-5275205","Chatons Siamois","150 000 CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_5275205_uploaded_image1_1744282516.jpg"
"1772322303-409","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/chaton-5278827","Chaton","375 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_5278827_uploaded_image1_1744477884.jpg"
"1772322306-410","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/couple-pintades-adultes-5295025","Couple pintades adultes","35 000 CFA","Sicap foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5295025_uploaded_image1_1745431940.jpg"
"1772322308-411","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-5297087","Chat Persan","450 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5297087_uploaded_image1_1745527617.jpg"
"1772322310-412","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/cheval-5300026","Cheval","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5300026_uploaded_image1_1745701177.jpg"
"1772322313-413","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/canards-5300877","Canards","7 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_5300877_uploaded_image1_1745779858.jpg"
"1772322315-414","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/vaches-5308237","Vaches","325 CFA","Bambey, Sénégal","https://images.coinafrique.com/thumb_5308237_uploaded_image1_1746189283.jpg"
